IPs,againsts,buildLevels,commentIds,contents,createTimes,favCounts,isDels,is_anonymous,shareCounts,siteNames,sources,user_IDs,user_locations,votes
222.76.*.*,0,1,330813437,夜跑都会带一瓶辣椒喷雾，很小一瓶，对付两三个歹徒，保命足够。天天跑步锻炼，逃命还跑不过歹徒那就白练啦,2018-11-18 10:10:30,0,False,False,0,网易,ph,94598417,福建省福州市,0
42.249.*.*,0,2,330830576,你还不如带个避孕套,2018-11-18 10:36:35,0,False,True,0,网易,wb,0,辽宁省鞍山,0
39.189.*.*,0,3,330830077,这跟时代有什么关系？现在就可以无作非为了,2018-11-18 10:34:17,0,False,False,0,网易,ph,119332025,浙江省宁波市,1
27.18.*.*,0,1,330830066,不要轻信某些人关于社会治安状况的虚妄之言。,2018-11-18 10:34:12,0,False,False,0,网易,wb,6237261,湖北省武汉,0
36.40.*.*,0,1,330829151,当时就怀疑被杀了,2018-11-18 10:33:54,0,False,True,0,网易,ph,0,陕西省西安市,0
223.80.*.*,0,2,330826741,警方还没有公布，你就在这里瞎比比。,2018-11-18 10:33:25,0,False,False,0,网易,wb,3012671,山东省青岛,0
101.90.*.*,0,1,330825959,等于也要了这孩子父母的命，这畜牲下辈子做牛做马都太便宜他了,2018-11-18 10:32:57,0,False,False,0,网易,ph,1405762,北京市,0
218.81.*.*,0,1,330825950,[可怜],2018-11-18 10:32:54,0,False,False,0,网易,ph,36713452,上海市,0
27.221.*.*,0,1,330825924,不是感情问题才引起杀人吧,2018-11-18 10:32:48,0,False,False,0,网易,ph,127982039,山东省济南,0
117.136.*.*,0,10,330819727,还有去汕头的，不怕被火功烧死？,2018-11-18 10:18:33,0,False,False,0,网易,3g,261419818,云南省,0
116.26.*.*,0,11,330827810,汕头市澄海区好不好。跟汕头没多大关系。,2018-11-18 10:32:31,0,False,True,0,网易,ph,0,广东省汕头,0
113.227.*.*,0,1,330827790,密密麻麻,2018-11-18 10:32:26,0,False,False,0,网易,ph,1466141,辽宁省大连市,0
42.249.*.*,0,1,330826470,东北人又去祸害浙江了，有罪啊，多多向广西人学习一下好不好,2018-11-18 10:31:39,0,False,True,0,网易,wb,0,辽宁省鞍山,0
223.104.*.*,0,1,330826422,早上六点前后晚上10点后不许单独人上街，发现直接抓走，和禁狗一样就行～,2018-11-18 10:31:10,0,False,True,0,网易,ph,0,上海市,1
124.117.*.*,0,1,330827549,天哪就这样又没一个孩子，现在人都咋滴了,2018-11-18 10:31:05,0,False,False,0,网易,ph,589638,新疆维吾尔自治区乌鲁木齐,1
39.180.*.*,0,3,330825537,电信诈骗？,2018-11-18 10:30:47,0,False,False,0,网易,ph,84382699,浙江省舟山市,0
27.221.*.*,0,1,330828079,。。。,2018-11-18 10:30:22,0,False,False,0,网易,ph,108998656,山东省济南,0
106.124.*.*,0,1,330826294,严惩凶手，加强景区安保。绝不让悲剧再次上演！,2018-11-18 10:30:10,0,False,False,0,网易,ph,114935529,新疆维吾尔自治区伊犁哈萨克自治州,0
unknown,0,1,330827236,浙江这边的女生怎么老在被害？,2018-11-18 10:29:39,0,False,False,0,网易,ph,86359410,湖北省武汉市,18
211.161.*.*,0,1,330825206,论狠劲湖南和广西,2018-11-18 10:28:35,0,False,False,0,网易,ph,98415598,上海市,0
106.7.*.*,0,3,330823804,吊一楼他妈,2018-11-18 10:28:34,0,False,True,0,网易,ph,0,江西省赣州,9
123.163.*.*,0,3,330826037,遇见反抗的你一激动忘了咋整？个人认为，不偷不抢穷一点也无所谓，靠自己能力挣钱，不怕半夜鬼敲门！睡得踏实！反正谁死也都是两手攥空拳！,2018-11-18 10:28:04,0,False,False,0,网易,ph,259629781,河南省漯河市,0
117.136.*.*,0,3,330823729,喂，110吗，这有个嫌犯@110,2018-11-18 10:27:43,0,False,False,0,网易,ph,7938141,广东省广州市,1
112.10.*.*,0,1,330825006,在社会执法点深切焦虑。,2018-11-18 10:27:29,0,False,False,0,网易,3g,79899766,浙江省杭州,0
117.136.*.*,0,4,330821913,东北人虽然爱装b，但顶多嘴上骂的狠，你让他杀人，他还真没那胆！,2018-11-18 10:26:49,0,False,False,0,网易,ph,260137961,吉林省长春市,1
118.112.*.*,1,3,330816630,东北人应该说最垃圾吧，广西人也垃圾，垃圾得各有所长。反正都是贫穷限制了素质的地方。,2018-11-18 10:16:37,0,False,False,0,网易,ph,263481779,四川省成都市,4
118.80.*.*,0,5,330824585,别这么说，女犬们会不高兴的,2018-11-18 10:26:41,0,False,True,0,网易,wb,0,山西省阳泉,0
27.29.*.*,0,4,330822350,就是在说来操我，喜欢装B戴个耳机跑步,2018-11-18 10:22:21,0,False,False,0,网易,wb,8764154,湖北省孝感,0
117.136.*.*,0,4,330821843,有，比例不一样。广西百分之九十和我们万分之一的比例一样？,2018-11-18 10:26:27,0,False,False,0,网易,3g,261419818,云南省,2
183.32.*.*,0,1,330815636,广西人就不奇怪了 鬼火少年 捞逼 又穷又坏,2018-11-18 10:11:47,0,False,True,0,网易,ph,0,广东省中山市,3
120.230.*.*,0,3,330821166,不地域黑你们会死？云南和广东就没有犯罪的？,2018-11-18 10:21:11,0,False,False,0,网易,wb,88426797,广东省江门,10
117.136.*.*,0,2,330819698,跟贴被火星网友带走啦~,2018-11-18 10:18:19,0,True,False,0,网易,3g,261419818,云南省,1
117.136.*.*,0,1,330822765,是不是约见网友？女孩子涉世未深勿轻易信人。,2018-11-18 10:25:57,0,False,False,0,网易,3g,259678357,广东省佛山,1
223.104.*.*,0,3,330821771,没毛病，思维要解放，针对行为的防范，不针对人群,2018-11-18 10:25:51,0,False,False,0,网易,ph,90047115,浙江省杭州市,0
120.229.*.*,0,2,330821087,本来一百块可以解决的事情，<br>现在，越来越多人铤而走险搭上性命！<br>扫黄真好[大笑],2018-11-18 10:20:31,0,False,True,0,网易,ph,0,广东省惠州市,1
117.166.*.*,0,3,330823473,等下有牲口护主，不能它们主子的扫黄，其实上次温州滴滴杀人，也是扫黄惹的祸。,2018-11-18 10:25:49,0,False,True,0,网易,ph,0,江西省南昌市,0
124.160.*.*,0,4,330822473,我也觉得一楼想法很好，可以在补充一些，比如把他们集中起来建集中营，集中营里再分各种产品制造加工 这些人有不要开工资，也没有休息，更不需要福利。这样的集中营公司和外国的企业就很有竞争力，用低价策略，可以一举击垮外国所有大企业，让外国企业破产，然后可以独霸全球。这个想法好不好。,2018-11-18 10:23:29,0,False,True,0,网易,ph,0,浙江省嘉兴市,3
114.231.*.*,0,5,330824381,谁不听话就拉出来灌毒气,2018-11-18 10:25:43,0,False,False,0,网易,ph,25389770,江苏省南通,3
49.84.*.*,0,1,330824329,最安全的国家,2018-11-18 10:25:32,0,False,False,0,网易,ph,8033347,江苏省镇江市,0
223.104.*.*,0,2,330725924,北京99%的刑事犯罪都是王德彪干的,2018-11-18 07:51:27,0,False,False,0,网易,ph,29719457,北京市,0
116.115.*.*,0,3,330822684,无恒产者无恒心,2018-11-18 10:25:29,0,False,True,0,网易,ph,0,内蒙古自治区通辽,1
223.104.*.*,0,1,330823410,现在的女孩子防范心理太小，总以为自己见过很多男人无所谓，出入娱乐场所无所顾忌，问题是一个单身女性绝不能如此随便，你遇上做男人有可能是变态的社会渣渣，不但要性而且要命，这是最悲剧的了。,2018-11-18 10:25:25,0,False,False,0,网易,ph,106215681,河南省,1
117.157.*.*,0,1,330824273,这是怎么了？,2018-11-18 10:25:17,0,False,True,0,网易,ph,0,甘肃省兰州市,0
112.17.*.*,0,3,330824252,你是有前科？,2018-11-18 10:25:11,0,False,False,0,网易,ph,72713686,浙江省,0
117.136.*.*,0,1,330824098,是不是见网友？,2018-11-18 10:24:30,0,False,False,0,网易,3g,259678357,广东省佛山,0
180.97.*.*,0,1,330822484,k k k,2018-11-18 10:23:38,0,False,True,0,网易,ph,0,江苏省扬州,0
112.97.*.*,0,3,330823077,唉！甩棍防身都不让带，过安检就没收,2018-11-18 10:23:08,0,False,False,0,网易,ph,61832511,广东省东莞市,0
223.104.*.*,0,2,330816218,过安检被没收，还罚款。,2018-11-18 10:13:48,0,False,False,0,网易,3g,771259,重庆市沙坪坝区,0
182.203.*.*,0,1,330823041,奶奶的两天就跑回广西了，杀无赦！,2018-11-18 10:22:55,0,False,False,0,网易,ph,8286044,辽宁省营口市,1
121.238.*.*,0,3,330818979,老铁给我整辆摩托车[大哭],2018-11-18 10:22:37,0,False,True,0,网易,ph,0,江苏省无锡市,0
122.194.*.*,0,1,330812882,1楼还居然说美国呆过，呆的的黑人区还是非法移民聚集区？<br>遇到留学在外没出事，回来就发生被人害了的事件，居然也有呆比出来说外面乱<br>老夫获取绿卡第一年就居住洛杉矶柔似蜜（那儿有一处很大非法移民营地，几年前才被拆除），华人圈视为不安全，他说我每晚九点左右要散步几十分钟，好几个说不能啊，不安全。我就问以前发生过中国人被害吗？问过十几个人没一个说得出所知道的亲友倒霉事，反正就是大家都这么说就复读机。其实就是人去了异地的不安全感心态使然而已,2018-11-18 10:11:52,0,False,True,0,网易,wb,0,江苏省南京,1
122.194.*.*,0,3,330821291,呆比越说越梦幻！比弗利山庄是你呆的？真有你说的情况，那就不会是加州房价最贵之处了！<br>也不想想为何央视一帮满嘴和成千上万2袋们前赴后继扎堆在那边，人家命比你贱？,2018-11-18 10:22:17,0,False,True,0,网易,wb,0,江苏省南京,2
117.136.*.*,0,2,330818107,我呆在比弗利山，那里经常发生枪击，只是你没碰到而已,2018-11-18 10:15:31,0,False,False,0,网易,ph,93781795,湖南省,1
117.136.*.*,0,1,330820653,穷山恶水出垃圾,2018-11-18 10:22:12,0,False,False,0,网易,ph,533611,江苏省南京市,2
1.204.*.*,0,1,330818880,杭州警方不错!赞👍。自从七十码事件发生被广大舆论痛骂以后，杭州警方进步了不少，换作别的地方，可能一句“符合高坠”，自杀身亡，就他妈应付了。,2018-11-18 10:21:56,0,False,False,0,网易,ph,263286207,贵州省贵阳,2
117.136.*.*,0,1,330821144,嫌犯一定是中国人！,2018-11-18 10:20:53,0,False,False,0,网易,ph,260611940,上海市浦东新区,0
111.14.*.*,0,1,330820368,希望早日公布真相,2018-11-18 10:20:47,0,False,False,0,网易,ph,66305751,山东省济宁市,0
223.104.*.*,0,1,330813811,跟贴被火星网友带走啦~,2018-11-18 10:13:43,0,True,False,0,网易,ph,265731584,广东省梅州市,0
183.17.*.*,0,2,330819987,换房吧,2018-11-18 10:20:10,0,False,True,0,网易,ph,0,广东省深圳,0
123.123.*.*,0,8,330821036,来一场身体的旅行,2018-11-18 10:20:05,0,False,False,0,网易,ph,80909639,北京市,0
114.217.*.*,0,8,330820198,抠脚大汉真是都齐聚一堂了！[大笑][大笑][大笑]哪天有空来编辑部签约；写小说。不然浪费大好青春,2018-11-18 10:20:03,0,False,False,0,网易,ph,7237443,江苏省苏州市,0
222.180.168.62	,0,1,330820211,"明确说了刑拘...涉黄的话,估计得组织者才够刑拘吧...",2018-11-18 10:19:55,0,False,False,0,网易,ph,104610030,重庆市,0
113.102.*.*,0,1,330816939,嗯，有些案子真的是随机的，他可能临时起。,2018-11-18 10:19:16,0,False,True,0,网易,ph,0,广东省东莞市,10
27.18.*.*,0,1,330816911,此次负责警员破案效率之高，应予褒奖！,2018-11-18 10:18:59,0,False,False,0,网易,wb,6237261,湖北省武汉,0
218.67.*.*,0,1,330818506,月亮,2018-11-18 10:18:45,0,False,False,0,网易,ph,122223304,天津市宁河区,0
223.104.*.*,0,1,330819739,夜[大哭]不孤行,2018-11-18 10:18:38,0,False,False,0,网易,ph,93267285,江西省,0
58.243.*.*,0,1,330816877,，，，，，,2018-11-18 10:18:38,0,False,False,0,网易,ph,94863150,安徽省,0
111.196.*.*,0,1,330819712,星星,2018-11-18 10:18:26,0,False,True,0,网易,ph,0,北京市昌平区,0
112.96.*.*,0,1,330816830,对不起，广西出了这样的败类,2018-11-18 10:18:15,0,False,False,0,网易,ph,102153746,广东省广州市,0
112.97.*.*,0,1,330819650,畜生王八蛋，就不能花点钱去嫖？非要强奸杀人？丢中国男人的脸，都快赶超印度了,2018-11-18 10:18:05,0,False,False,0,网易,ph,61832511,广东省东莞市,0
27.18.*.*,0,1,330817740,1、此次负责警员破案效率之高，应予褒奖！ 2、年轻人，不要轻信某些人关于社会治安状况的虚妄之言。,2018-11-18 10:17:59,0,False,False,0,网易,wb,6237261,湖北省武汉,0
116.26.*.*,0,9,330814577,我们这里也聚集了好多低素质外来打工人员。生意好的时候治安好点，要是没生意，那些人没收入，治安就开始乱了。[暴怒],2018-11-18 10:11:50,0,False,True,0,网易,ph,0,广东省汕头,0
117.136.*.*,0,10,330819544,还有去汕头的，不怕被火功烧死？,2018-11-18 10:17:33,0,False,False,0,网易,3g,261419818,云南省,0
183.27.*.*,0,1,330817649,哎！！心痛[可怜],2018-11-18 10:17:29,0,False,True,0,网易,ph,0,广东省佛山市,45
222.70.*.*,0,4,330816134,你想多了。他们拔拳头前才不会想这么多。只会想老子弄死你,2018-11-18 10:13:21,0,False,True,0,网易,ph,0,上海市,0
123.231.*.*,0,5,330819492,这些了色是不会有羞耻感的,2018-11-18 10:17:17,0,False,True,0,网易,ph,0,斯里兰卡,0
223.166.*.*,0,2,330816708,这个和地域关系不大吧，浙江也有这样的人啊，随机的，没必要地域保护和地域黑。,2018-11-18 10:17:17,0,False,False,0,网易,ph,125633844,上海市,0
124.119.*.*,0,2,330818290,垃圾思维,2018-11-18 10:17:05,0,False,False,0,网易,ph,81090939,新疆伊犁哈萨克自治州,1
114.88.*.*,0,1,330819413,杭州人会干这个,2018-11-18 10:16:47,0,False,False,0,网易,ph,114870348,上海市普陀区,0
113.7.*.*,0,1,330819380,，，,2018-11-18 10:16:38,0,False,True,0,网易,ph,0,黑龙江省牡丹江市,0
112.10.*.*,0,3,330817466,要不要给你颁个奖啊？道德模范？,2018-11-18 10:16:25,0,False,False,0,网易,ph,509797,浙江省杭州市,0
123.139.*.*,0,2,330817445,你看你那笨蛋名字,2018-11-18 10:16:20,0,False,True,0,网易,ph,0,陕西省西安市,0
218.89.*.*,0,4,330808593,犯过罪难道就不能改过自新吗，你们都什么心理，没信仰真可怕,2018-11-18 10:03:14,0,False,False,0,网易,ph,107308168,四川省达州市,0
222.70.*.*,0,5,330816587,看来4楼也是有故事的人,2018-11-18 10:16:20,0,False,True,0,网易,ph,0,上海市,0
112.64.*.*,0,1,330819284,社会暴戾......,2018-11-18 10:16:16,0,False,False,0,网易,ph,96989629,上海市,0
117.136.*.*,0,9,330816582,苏州坑杭州骗，谁去谁完蛋！臭名昭著的地沟油就是苏州人拜师台湾人学成后推广开来的！,2018-11-18 10:16:16,0,False,False,0,网易,3g,261419818,云南省,0
117.136.*.*,0,8,330813676,一楼是司马孤儿...不过话说回来 杭州真比苏州low。交通硬件建设也差了十万八千里。,2018-11-18 10:12:39,0,False,True,0,网易,ph,0,江苏省苏州市,0
114.217.*.*,0,3,330819278,桂林人就是没有大城市的人品好，周立齐老师你还收徒弟么？[大笑][大笑]90秒修电车的技术不能失传啊！,2018-11-18 10:16:15,0,False,False,0,网易,ph,7237443,江苏省苏州市,0
42.93.*.*,0,1,330816564,哎，可惜了一个女大学生！,2018-11-18 10:16:10,0,False,False,0,网易,ph,85698650,甘肃省陇南市,0
115.215.*.*,0,2,330817387,我大学附近有个公园那可是臭名昭著的地方，我们大学生很多都不敢独自去。,2018-11-18 10:15:58,0,False,True,0,网易,wb,0,浙江省宁波,0
111.223.*.*,0,3,330816459,好人还是居多，但是坏人还是有的，特别是单身女生，千万不要一个人去人少的地方,2018-11-18 10:15:29,0,False,True,0,网易,ph,0,斯里兰卡,1
171.40.*.*,0,1,330816457,千刀万剐,2018-11-18 10:15:28,0,False,False,0,网易,ph,116199359,湖北省孝感市,0
180.162.*.*,0,1,330817311,扫黄扫的,2018-11-18 10:15:26,0,False,False,0,网易,ph,167710,上海市,0
120.229.*.*,0,2,330819086,几个农民工和乞丐义士前后夹击你[大笑][大笑][狗]，当然他们也不杀人，轮个三五日让你受精后自然放你走。[大笑][大笑][狗],2018-11-18 10:15:19,0,False,False,0,网易,ph,4810956,广东省深圳市,0
111.58.*.*,0,1,330819054,可怜，,2018-11-18 10:15:12,0,False,False,0,网易,ph,110029309,广西壮族自治区百色,0
223.73.*.*,0,1,330819026,这破案速度可以，赞一个,2018-11-18 10:15:00,0,False,False,0,网易,ph,70807973,广东省深圳市,0
112.9.*.*,0,1,330816351,流动人口太多，太杂，造成社会治安隐患。,2018-11-18 10:14:47,0,False,False,0,网易,ph,127355182,山东省青岛市,0
116.7.*.*,0,5,330814854,3楼不要变，还是断发纹身的夷狄猴子呢！,2018-11-18 10:13:42,0,False,False,0,网易,3g,90787521,广东省深圳,0
116.234.*.*,0,6,330814983,猴子。,2018-11-18 10:14:46,0,False,True,0,网易,wb,0,上海市宝山区,0
49.81.*.*,0,1,330813860,😱,2018-11-18 10:13:57,0,False,False,0,网易,ph,37368978,江苏省徐州市,0
106.121.*.*,0,3,330813843,其实如果别人都不守规矩的时候你也一样没有活路，你所做的就是在别人守规矩的时候你利用人与人之间的信任默契干点破坏规矩的事，和老鼠差不多,2018-11-18 10:13:54,0,False,False,0,网易,ph,353991,湖北省武汉市,0
117.136.*.*,0,3,330813828,你不应该来到这世上,2018-11-18 10:13:49,0,False,False,0,网易,ph,93781795,湖南省,0
118.212.*.*,0,8,330813782,二口楼估计是长的丑，哈哈哈[大笑][大笑],2018-11-18 10:13:27,0,False,False,0,网易,ph,84985722,江西省南昌市,0
223.104.*.*,0,1,330815871,这地方带个10厘米的水果刀都会被刑拘，可又是这么危险！,2018-11-18 10:12:55,0,False,False,0,网易,3g,771259,重庆市沙坪坝区,0
120.192.*.*,0,1,330816009,可怜啊,2018-11-18 10:12:34,0,False,True,0,网易,ph,0,山东省枣庄,0
223.104.*.*,0,3,330811418,现在不就是对有前科的人太宽容了？打架斗殴酒驾，关进去罚点钱，老子出来照样吃香喝辣还是一条好汉。试想有前科的人如果在社会上是会寸步难行的，那么他们在犯事前还会不会那么轻易的拔出拳头？,2018-11-18 10:05:18,0,False,True,0,网易,ph,0,浙江省杭州市,2
124.160.*.*,0,4,330814703,那就跟没人敢见义勇为了，因为一不小心就有前科。,2018-11-18 10:12:34,0,False,True,0,网易,ph,0,浙江省嘉兴市,0
116.234.*.*,0,1,330815741,可惜,2018-11-18 10:12:17,0,False,True,0,网易,ph,0,上海市宝山区,0
223.104.*.*,0,2,330813593,这个不能干，他没犯法，不能干涉他人自由,2018-11-18 10:11:56,0,False,False,0,网易,ph,265731584,广东省梅州市,0
211.92.*.*,0,1,330813545,呵呵各地,2018-11-18 10:11:25,0,False,False,0,网易,ph,53106563,贵州省毕节,0
180.97.*.*,0,2,330814498,的确，总感觉隐蔽的地方有一双双血红的眼睛👀盯着那些单身女性。,2018-11-18 10:11:24,0,False,False,0,网易,ph,259762921,江苏省苏州市,0
124.160.*.*,0,1,330814491,最近街上便衣很多很多，半夜还查人，自己也被查过，虽然麻烦，但我觉得挺好的，保护了不少女性。,2018-11-18 10:11:22,0,False,False,0,网易,ph,510927,浙江省宁波市,0
223.88.*.*,0,8,330815538,你们跟1楼这笨蛋扯皮啥，都不会看看他的id名字？出门不带脑子，别人一点就着的。1楼多半就是靠挑拨生活的汉奸或者纯日,2018-11-18 10:11:20,0,False,False,0,网易,ph,81449470,河南省郑州市,0
112.65.*.*,1,7,330810455,浙江占了天时地利而已，过些年指不定都往内地跑[挨揍],2018-11-18 10:05:01,0,False,False,0,网易,ph,57419857,上海市浦东新区,1
120.244.*.*,0,1,330813469,安全第一,2018-11-18 10:10:48,0,False,False,0,网易,ph,51182657,北京市,0
222.170.*.*,0,5,330811808,[狗]这事跟东北都没关系，怎么东北又躺枪了。,2018-11-18 10:07:48,0,False,False,0,网易,ph,69535850,黑龙江省齐齐哈尔市,0
112.17.*.*,0,6,330815307,没说东北，我在说苏北人，网易里有几个苏北人真是奇怪的物种，让人很不理解那种仇恨心理,2018-11-18 10:10:08,0,False,False,0,网易,ph,1830653,浙江省,9
117.136.*.*,0,3,330815277,为钱犯罪就有理了，偷电动车电瓶被抓了吧,2018-11-18 10:09:59,0,False,False,0,网易,ph,105467393,广东省,0
222.70.*.*,0,5,330812571,扫黄他们的最起劲,2018-11-18 10:09:50,0,False,True,0,网易,ph,0,上海市,0
183.18.*.*,0,4,330813160,更有效的方式怎么不敢用呢？,2018-11-18 10:08:48,0,False,False,0,网易,wb,347103,广东省湛江,0
