IPs,againsts,buildLevels,commentIds,contents,createTimes,favCounts,isDels,is_anonymous,shareCounts,siteNames,sources,user_IDs,user_locations,votes
223.104.*.*,0,1,330736640,不是美国不安全吗，犯罪率难道不是来自贫穷，两极分化？,2018-11-18 08:10:28,0,False,False,0,网易,ph,129045326,河南省洛阳市,0
121.231.*.*,0,1,330736635,天下有贼啊,2018-11-18 08:10:24,0,False,False,0,网易,ph,109296809,江苏省常州市,0
117.136.*.*,0,3,330737226,我咋没遇到你,2018-11-18 08:10:22,0,False,False,0,网易,ph,260566032,宁夏银川市,1
114.243.*.*,0,1,330734982,中国其实不怎么安全[大哭],2018-11-18 08:09:54,0,False,False,0,网易,ph,105773906,北京市海淀区,0
115.60.*.*,0,3,330737167,人跟刀子其实一样的，用好了是厨房的，用不好，是捅人的！用人这个问题大层次,2018-11-18 08:09:48,0,False,False,0,网易,ph,5125388,河南省郑州市,0
220.197.*.*,0,1,330737137,枪毙,2018-11-18 08:09:37,0,False,True,0,网易,ph,0,广东省东莞市,0
120.239.*.*,0,1,330735690,我很多朋友广西的 他们自己都防备着自己老乡 不要说外人攻击了  尤其是文化层次稍低一点点他们往往更加感性多情易焦虑背后就是易怒易冲动  曾经我租房对面是烧烤摊  一伙固定的广西人隔三差五去喝酒烧烤每次吵架摔酒瓶下次来却还是同一拨人。无法理解,2018-11-18 08:09:37,0,False,True,0,网易,ph,0,广东省珠海,2
117.136.*.*,0,1,330735618,恢复死刑,2018-11-18 08:09:09,0,False,False,0,网易,ph,2393546,山西省太原市,0
116.239.*.*,0,1,330735600,这个社会渣子，抓住就立即枪毙呦！,2018-11-18 08:09:00,0,False,False,0,网易,ph,111608122,上海市,0
36.23.*.*,0,3,330736476,听口气，你是上次那个顺电动车的，你和他说了同一句话。,2018-11-18 08:08:59,0,False,False,0,网易,ph,48432992,浙江省,0
120.239.*.*,0,1,330734817,我很多朋友广西的 他们自己都防备着自己老乡 不要说外人攻击了  尤其是文化层次稍低一点点他们往往更加感性多情易焦虑背后就是易怒易冲动  曾经我租房对面是烧烤摊  一伙固定的恭喜人隔三差五去喝酒烧烤每次吵架摔酒瓶下次来却还是同一拨人。无法理解,2018-11-18 08:08:43,0,False,True,0,网易,ph,0,广东省珠海,0
223.64.*.*,0,3,330734805,110,2018-11-18 08:08:36,0,False,False,0,网易,ph,327747,江苏省苏州市,0
36.24.*.*,0,1,330736418,西湖 怎么可能 [狗][狗],2018-11-18 08:08:33,0,False,False,0,网易,ph,87458480,浙江省杭州市,0
180.97.*.*,0,3,330736416,真相！,2018-11-18 08:08:33,0,False,False,0,网易,ph,903712,江苏省南京市,0
58.101.*.*,0,2,330731522,杭州因为后面要举办一系列赛事，把红灯区都扫光了，这类案件必会发生。,2018-11-18 08:00:56,0,False,True,0,网易,ph,0,浙江省杭州市,2
223.12.*.*,0,1,330728564,这说明杭州也太不安全了！！！,2018-11-18 07:57:10,0,False,False,0,网易,ph,96735791,山西省太原市,1
223.104.*.*,0,3,330735535,牛逼,2018-11-18 08:08:30,0,False,False,0,网易,ph,117524924,湖南省,0
111.199.*.*,0,3,330733957,窃，格瓦拉同志，你好。,2018-11-18 08:08:24,0,False,False,0,网易,ph,37185848,北京市怀柔区,0
182.204.*.*,0,1,330734769,他这样的方式很迎上意,2018-11-18 08:08:19,0,False,True,0,网易,ph,0,辽宁省葫芦岛,0
112.22.*.*,0,1,330735043,上层建筑和底层人民的阶级矛盾日益尖锐，社会上不道德无底线的事会越来越多。,2018-11-18 08:04:51,0,False,False,0,网易,ph,262585112,江苏省南京市,0
120.229.*.*,0,2,330736366,对头。贫富悬殊太大的必然结果。,2018-11-18 08:08:12,0,False,False,0,网易,3g,2458007,广东省深圳,0
114.243.*.*,0,2,330735490,[鄙视]没钱娶媳妇闹得[大哭],2018-11-18 08:08:03,0,False,False,0,网易,ph,105773906,北京市海淀区,0
14.203.*.*,0,2,330734729,杀谁？你怎么样？好人坏人？没犯事以前，谁也难说是好人还是坏人，法律保护不了个体的，总是事前威慑，事后惩处，但事情发生了，对个体来讲，已经晚了,2018-11-18 08:07:55,0,False,True,0,网易,3g,0,澳大利亚,0
119.112.*.*,0,1,330717953,现在的中国，应该杀一批了，从上到下都有大恶之人！,2018-11-18 07:36:34,0,False,False,0,网易,ph,93497024,辽宁省大连市,1
182.39.*.*,0,1,330735422,这是什么话？人的流动是很正常，根本是尼基系数太大！懂不懂？,2018-11-18 08:07:37,0,False,False,0,网易,ph,122418266,山东省枣庄,0
112.10.*.*,0,1,330736260,不用说，又是奸杀！！！,2018-11-18 08:07:34,0,False,False,0,网易,ph,128501426,浙江省杭州市,36
113.104.*.*,0,1,330734682,广西和东北人真应该划到各自邻国去,2018-11-18 08:07:33,0,False,True,0,网易,ph,0,广东省深圳,1
122.91.*.*,0,1,330735368,专挑学生下手的人，不知是怎么想的。,2018-11-18 08:07:12,0,False,True,0,网易,ph,0,广东省深圳市,0
49.80.*.*,0,3,330734619,犯罪也能这么理直气壮了，去投案自首吧,2018-11-18 08:07:06,0,False,True,0,网易,ph,0,江苏省无锡市,1
111.196.*.*,0,3,330733792,笨蛋，在里面没让人捅死你的屁股？你还成了好人了？你以为你不会伤及无辜，对于被抢劫对象来说，他知道你是个什么东西吗？不会打工只会抢劫吧，就应该把你禁锢在你们村，永远不许出来才好,2018-11-18 08:06:59,0,False,True,0,网易,ph,0,北京市顺义区,0
171.82.*.*,0,3,330733782,当贼当的还挺光荣的,2018-11-18 08:06:56,0,False,False,0,网易,ph,85681027,湖北省,1
117.136.*.*,0,6,330734572,我把你盯上了，你小心点,2018-11-18 08:06:41,0,False,False,0,网易,ph,260566032,宁夏银川市,0
36.157.*.*,0,1,330681488,论嫖娼合法的必要。,2018-11-18 03:57:57,0,False,False,0,网易,ph,113413491,湖南省郴州市,12
39.77.*.*,0,2,330681526,免费的吗,2018-11-18 04:00:30,0,False,False,0,网易,ph,261123344,山东省青岛,4
219.147.*.*,0,3,330683890,让你妈免费服务吧，你这种人就是找骂。,2018-11-18 04:55:55,0,False,False,0,网易,ph,263295126,黑龙江省哈尔滨市,0
39.77.*.*,0,4,330735301,又是个笨蛋东北人，连别人的意思都理解不了，还在这里瞎逼逼，我怎么能生出你这么个彪子,2018-11-18 08:06:39,0,False,False,0,网易,ph,261123344,山东省青岛,0
112.42.*.*,0,1,330735274,我在广西待了十年，出来这种事情一点都不奇怪，还是领导干部问题，广西腐败太严重！绝对超过99.999%上行下效！,2018-11-18 08:06:28,0,False,False,0,网易,ph,105465584,辽宁省大连,0
115.35.*.*,0,1,330733699,加强社会治安，加强法制教育，加强妇女儿童保护意识，加强巡查力度，让那些不法分子，惯犯，逃犯，有预谋犯罪的人，感受到社会和法律的威严，让人民群众获得更多的安全感。愿逝者安息！,2018-11-18 08:06:26,0,False,False,0,网易,ph,123764220,北京市朝阳区,0
115.218.*.*,0,2,330734479,准确点可能是炮杀。,2018-11-18 08:05:54,0,False,False,0,网易,wb,265912732,浙江省温州,0
49.80.*.*,0,2,330733640,你这样的神经病也要控制一下,2018-11-18 08:05:54,0,False,False,0,网易,ph,106039303,江苏省常州市,1
117.136.*.*,0,5,330734462,这很正常,2018-11-18 08:05:50,0,False,False,0,网易,ph,260566032,宁夏银川市,0
60.178.*.*,0,4,330662854,可能是无知者无畏吧。像我，那时对未知世界特好奇，别的游客往大路走，我却往小路逛。你是不知道，当时甚至有了随便哪里蹲一晚天亮再说的念头。最后一步女孩子们别学我，也是昏了头，看见一辆出租车停下就上了，也是人小胆大。,2018-11-18 01:24:13,1,False,True,0,网易,ph,0,浙江省宁波,500
117.136.*.*,0,1,330735177,可怜的孩子，家庭的破碎，国家的损失愿天堂没有痛苦[不屑],2018-11-18 08:05:47,0,False,False,0,网易,ph,46397296,广东省广州市,0
116.55.*.*,0,1,330735160,可惜了！,2018-11-18 08:05:39,0,False,True,0,网易,ph,0,云南省昆明,0
121.69.*.*,0,1,330732972,可怜,2018-11-18 08:05:32,0,False,False,0,网易,ph,46951975,北京市通州区,0
125.118.*.*,0,1,330735112,[不屑][不屑][不屑],2018-11-18 08:05:20,0,False,False,0,网易,ph,39287015,浙江省杭州,0
218.19.*.*,0,1,330735075,[被黑],2018-11-18 08:05:07,0,False,False,0,网易,ph,261362461,广东省广州市,0
112.224.*.*,0,3,330733495,君子爱财取之有道，为钱犯罪有很多种，比如自己的钱被人坑骗后要回钱实施的行动过度而造成犯罪，还有就是抢劫，还有诈骗，这要看对社会的危害和大家对犯罪本身的判别是痛恨还是有情可原。,2018-11-18 08:04:52,0,False,True,0,网易,ph,0,山东省济南,1
120.239.*.*,0,1,330733492,唉！东莞之过！,2018-11-18 08:04:50,0,False,False,0,网易,ph,83498466,广东省肇庆市,0
117.136.*.*,0,1,330735035,渣滓,2018-11-18 08:04:43,0,False,False,0,网易,ph,117842394,天津市滨海新区,9
120.229.*.*,0,3,330733278,沙漠很多没改造,2018-11-18 08:03:26,0,False,False,0,网易,3g,2458007,广东省深圳,9
117.136.*.*,0,4,330733417,沙漠周边监狱 还是蛮多的.....,2018-11-18 08:04:22,0,False,True,0,网易,ph,0,江苏省苏州市,9
117.136.*.*,0,2,330731093,全关进笼子是不可能的....... 这不让那不让.也是不可能的。。。。。,2018-11-18 07:58:12,0,False,True,0,网易,ph,0,江苏省苏州市,9
183.143.*.*,0,1,330732716,[大哭],2018-11-18 08:04:00,0,False,False,0,网易,ph,22939567,浙江省湖州市,9
117.136.*.*,0,2,330733335,你浙江人最小气，,2018-11-18 08:03:55,0,False,False,0,网易,ph,260566032,宁夏银川市,9
223.104.*.*,0,1,330734240,[暴怒][挨揍],2018-11-18 08:03:46,0,False,True,0,网易,ph,0,北京市大兴区,9
14.196.*.*,0,1,330732021,这就是这些年扫黄的成绩！,2018-11-18 07:59:17,0,False,False,0,网易,ph,1322143,四川省成都,19
183.40.*.*,0,2,330731897,这个只能严管，不能禁，以后会出很多这样的事，虽然我说的有点过头，<br>你看现在中国多少单身🐶,2018-11-18 08:03:38,0,False,False,0,网易,ph,1436839,广东省东莞市,27
117.136.*.*,0,1,330733286,先赞一个,2018-11-18 08:03:29,0,False,True,0,网易,ph,0,江苏省徐州市,9
223.72.*.*,0,2,330734201,我记得自从取消收容制度以后，这些事明显多了，很多时候你明知道他有问题，但他不犯事你拿他没办法,2018-11-18 08:03:22,0,False,False,0,网易,ph,2443090,北京市,10
120.229.*.*,0,8,330732378,二楼是诈骗犯？,2018-11-18 08:01:50,0,False,False,0,网易,3g,2458007,广东省深圳,10
39.170.*.*,0,9,330731848,二楼这心理，觉得还很自豪？[狗],2018-11-18 08:03:16,0,False,False,0,网易,ph,52083127,浙江省绍兴市,11
121.228.*.*,0,2,330734138,你这他妈也有优越感？,2018-11-18 08:02:47,0,False,False,0,网易,ph,89236272,江苏省苏州,10
218.19.*.*,0,3,330731779,居住证？没有就抓起来打[狗],2018-11-18 08:02:46,0,False,False,0,网易,ph,95675499,广东省广州市,9
49.77.*.*,0,1,330732532,我们安装的那么多监控摄像头能不能起到预防犯罪的作用 在监控死角能不能有警力巡逻 总感觉现在的景区最旺的地方都没有什么警察 更别说那些偏一点的地方了,2018-11-18 08:02:41,0,False,True,0,网易,ph,0,江苏省南京市,10
100.86.*.*,0,1,330732525,最近几年许多命案都死缓。有没有标准？,2018-11-18 08:02:39,0,False,True,0,网易,ph,0,共享地址,9
221.225.*.*,0,1,330732524,梦中的不安全的国度。,2018-11-18 08:02:39,0,False,True,0,网易,ph,0,江苏省苏州,10
112.22.*.*,0,1,330731726,丫！家人肯定悲痛万分，一个小姑娘，去爬山。见没人，应该回头走。现在有的景区，人烟稀少。犯罪分子，又多。有天，和宝爬山。看见一人鬼鬼随随，上山路没人，一看不对，拉着小孩，往回走了。真是见机行事，坏人无处不在。,2018-11-18 08:02:22,0,False,False,0,网易,ph,109467640,江苏省苏州市,2
183.128.*.*,0,1,330734063,五马分尸也难解心头之恨,2018-11-18 08:02:14,0,False,False,0,网易,ph,124136073,浙江省杭州市,0
116.55.*.*,0,3,330731695,一楼说得对,2018-11-18 08:02:05,0,False,False,0,网易,ph,114810275,湖南省常德市,1
117.136.*.*,0,1,330731694,女生都应该去学点防身术！,2018-11-18 08:02:04,0,False,False,0,网易,ph,118314398,云南省玉溪市,0
202.179.241.246	,0,1,330732678,一切疑点利益归于被告,2018-11-18 08:02:01,0,False,False,0,网易,ph,104610252,北京市,0
36.23.*.*,0,1,330733095,天啊，还以为是失足，结果是他杀,2018-11-18 08:01:56,0,False,False,0,网易,ph,34317624,浙江省杭州市,1
171.82.*.*,0,3,330733066,别好吃懒做，眼高手低,2018-11-18 08:01:41,0,False,True,0,网易,ph,0,湖北省,0
112.224.*.*,0,1,330732347,24岁的杀人犯！我不想知道你的过去有多惨！我只要你偿命！,2018-11-18 08:01:37,0,False,True,0,网易,ph,0,山东省,1
58.35.*.*,0,1,330732305,加强年轻女性安全教育,2018-11-18 08:01:19,0,False,False,0,网易,ph,106591840,上海市黄浦区,0
117.136.*.*,0,9,330733015,这个吹的有点大了啊，江浙地区主要是东晋南北朝后发展起来的，之前还是中原地区富庶,2018-11-18 08:01:12,0,False,True,0,网易,ph,0,江苏省苏州市,28
222.188.*.*,0,8,330723896,就算那时候也比你们山东好吧，穷是有原因的，只要风云际会，我们江浙就能一飞冲天，为什么呢？因为江浙从古至今读书氛围浓厚，大体知书达理，深知只有努力奋斗才会改变自己和家人的命运，这也是从古至今为什么能出那么多人才，巨商的原因,2018-11-18 07:51:38,0,False,True,0,网易,ph,0,江苏省常州市,41
119.39.*.*,0,6,330732285,赞成,2018-11-18 08:01:11,0,False,True,0,网易,ph,0,湖南省长沙市,0
223.104.*.*,0,5,330729382,用四肢犯罪的就该全部截肢！,2018-11-18 07:54:26,0,False,False,0,网易,ph,55934766,浙江省,1
223.104.*.*,0,1,330732265,！！！！！！,2018-11-18 08:01:04,0,False,False,0,网易,ph,8866674,江苏省扬州市,0
119.39.*.*,0,3,330728857,意思是还是会继续犯罪抢劫？哪天红了眼估计走这条路不远了[惊吓],2018-11-18 07:59:55,0,False,True,0,网易,ph,0,湖南省长沙市,1
222.34.*.*,0,1,330731374,安息吧,2018-11-18 07:59:53,0,False,False,0,网易,ph,109365115,吉林省四平市,0
222.34.*.*,0,1,330728840,一路走好,2018-11-18 07:59:48,0,False,False,0,网易,ph,109365115,吉林省四平市,0
111.166.*.*,0,1,330731333,这可如何是好,2018-11-18 07:59:35,0,False,False,0,网易,ph,3693527,天津市,36
183.249.*.*,0,1,330730752,女生还是不要一个人出门的好，唉……,2018-11-18 07:59:34,0,False,False,0,网易,ph,382756,浙江省绍兴,0
183.195.*.*,0,1,330728810,说真的，我夜跑就是为了看看女人的肥屁股！跑不就是吗，非得整得跟光腚似的。,2018-11-18 07:59:30,0,False,False,0,网易,ph,1454202,上海市浦东新区,2
123.147.*.*,0,1,330731303,国外国内都不安宁，都有这些垃圾人渣,2018-11-18 07:59:28,0,False,False,0,网易,ph,65747407,重庆市,0
219.155.*.*,1,1,330729953,还好是广西人，要是漯河、许昌、新乡、焦作、济源、鹤壁、平顶山、三门峡等地的，又得被喷死,2018-11-18 07:58:46,0,False,False,0,网易,3g,68925085,河南省南阳,2
125.89.*.*,0,1,330730518,动不动就杀人？,2018-11-18 07:57:37,0,False,False,0,网易,ph,6678943,广东省珠海市,0
112.85.*.*,0,3,330729783,东北人当然没法理解,2018-11-18 07:57:28,0,False,True,0,网易,ph,0,江苏省南通市,0
112.10.*.*,0,3,330727947,你迟早会进去的,2018-11-18 07:57:16,0,False,False,0,网易,ph,114313704,浙江省杭州市,0
117.140.*.*,0,1,330728527,悲哀,2018-11-18 07:56:47,0,False,False,0,网易,ph,124947891,广西桂林市,0
183.208.*.*,0,4,330727844,还有这么多点赞的，真是服了。自己不挣钱，靠抢劫活着，社会渣子一个,2018-11-18 07:56:38,0,False,True,0,网易,ph,0,江苏省南京市,0
221.226.*.*,0,3,330726803,把抢劫还说得这么清新脱俗，真是世风日下,2018-11-18 07:50:27,0,False,False,0,网易,ph,79555895,江苏省南京,0
117.136.*.*,0,1,330729689,很可能又多了一个失独家庭了 叹息！,2018-11-18 07:56:35,0,False,False,0,网易,ph,103643581,广东省佛山,0
116.235.*.*,0,2,330729670,应该给他脚上强制佩戴个金属信号环！,2018-11-18 07:56:28,0,False,False,0,网易,ph,73183443,上海市,0
112.96.*.*,0,3,330728441,也不一定啊，有的人因为对方激烈反抗大喊大叫慌了导致杀人也不奇怪,2018-11-18 07:56:08,0,False,False,0,网易,ph,6079955,广东省广州,0
123.147.*.*,0,1,330727745,一切皆在,2018-11-18 07:55:59,0,False,False,0,网易,ph,63045108,重庆市,0
123.96.*.*,0,1,330724368,以前还报下别的地方人，最近看的杀人案报道，广西人比例也太高了吧~,2018-11-18 07:46:10,0,False,True,0,网易,ph,0,浙江省舟山,1
222.188.*.*,0,2,330727743,穷山恶水泼妇刁民不是没道理的,2018-11-18 07:55:58,0,False,True,0,网易,ph,0,江苏省常州市,2
1.181.*.*,0,3,330729561,浙江人其实很多智商低的！！经济厉害，不一定就聪明人多。,2018-11-18 07:55:46,0,False,True,0,网易,ph,0,内蒙古自治区包头,1
119.39.*.*,0,1,330729549,你强奸就强奸吧，杀个几把人啊，处死吧！败类😡,2018-11-18 07:55:42,0,False,True,0,网易,ph,0,湖南省长沙市,1
39.181.*.*,0,1,330716716,女人得学会保护自己，特别是不要单独去陌生的地方,2018-11-18 07:33:40,0,False,False,0,网易,ph,60377372,浙江省台州,0
14.203.*.*,0,2,330729474,大门不出，二门不入倒是安全了，但现在是不可能的，点儿背的时候，家门口都是不安全的，各人自求多福吧,2018-11-18 07:55:12,0,False,True,0,网易,3g,0,澳大利亚,0
223.104.*.*,0,3,330730251,双手抱头，蹲下🔫,2018-11-18 07:54:50,0,False,False,0,网易,ph,39186906,山东省,0
42.199.*.*,0,3,330729340,楼上查水表,2018-11-18 07:54:06,0,False,False,0,网易,ph,63688102,广东省广州,0
115.34.*.*,0,1,330727430,，，，,2018-11-18 07:53:59,0,False,False,0,网易,ph,128541951,北京市丰台区,0
223.64.*.*,0,2,330727406,"红卫兵,,,,, x",2018-11-18 07:53:45,0,False,False,0,网易,ph,706524,江苏省苏州,0
183.39.*.*,0,3,330730075,敢问你是，切格拉瓦？,2018-11-18 07:53:16,0,False,True,0,网易,ph,0,广东省深圳市,0
117.136.*.*,0,4,330730071,现在犯罪的比执法的还多，你让老百姓去监控吗？还是要人脸识别？,2018-11-18 07:53:15,0,False,False,0,网易,ph,52973818,福建省福州市,0
117.136.*.*,0,2,330719907,跟贴被火星网友带走啦~,2018-11-18 07:38:15,0,True,False,0,网易,ph,52973818,福建省福州市,0
222.188.*.*,0,3,330729114,对坏人的纵容就是对善良守法人的犯罪,2018-11-18 07:52:34,0,False,True,0,网易,ph,0,江苏省常州市,0
221.195.*.*,0,1,330727288,[疲惫][疲惫][疲惫][疲惫],2018-11-18 07:53:05,0,False,False,0,网易,ph,51195435,河北省沧州市,0
106.40.*.*,0,3,330727207,大力哥，你出来了？,2018-11-18 07:52:37,0,False,False,0,网易,ph,70134050,内蒙古呼和浩特市,0
117.136.*.*,0,2,330727078,解你老木的恨，为什么会有强奸犯？还不是你们种下的祸根，怪谁呢？,2018-11-18 07:51:58,0,False,False,0,网易,3g,47068630,广东省广州,0
221.177.*.*,0,3,330727046,有前科光荣吗？,2018-11-18 07:51:49,0,False,False,0,网易,ph,83883256,广东省广州,0
180.115.*.*,0,1,330725979,杀人那畜牲，一个家庭被毁了,2018-11-18 07:51:45,0,False,False,0,网易,ph,91178885,江苏省常州市,0
60.216.*.*,0,1,330727037,这不是个别现象，是社会问题！贫富差距，教育程度，有的或许是父不慈母不善戾气重造成的！总之，受害者家庭太难了！,2018-11-18 07:51:44,0,False,False,0,网易,ph,266481691,山东省济南市,0
111.222.*.*,0,1,330725964,每天都有这样的事,2018-11-18 07:51:42,0,False,False,0,网易,ph,52368359,广东省深圳市,9
183.145.*.*,0,1,330727011,一个精英被一个人渣给杀了。社会的失败，更多的是对至亲的毁灭性打击。,2018-11-18 07:51:34,0,False,False,0,网易,ph,92349095,浙江省绍兴,0
114.242.*.*,0,1,330725945,唉～,2018-11-18 07:51:33,0,False,False,0,网易,ph,70556603,北京市昌平区,0
124.235.*.*,0,1,330725939,主要现在扫黄 扫没了 没女朋友的人太多了 又没地方释放出来 一时精虫上脑 冒险走向犯罪的路上,2018-11-18 07:51:32,0,False,False,0,网易,ph,265544354,吉林省吉林市,1
100.114.*.*,0,1,330723881,今年春节还请老外告诉国人中国有多安全不？,2018-11-18 07:51:32,0,False,True,0,网易,ph,0,陕西省西安市,0
112.17.*.*,0,1,330726925,太惨了！必须严惩犯案罪人！！,2018-11-18 07:51:08,0,False,False,0,网易,ph,106649811,浙江省,0
223.15.*.*,0,1,330724878,这种案件 是否和 东莞被封 有一定间接关系,2018-11-18 07:50:52,0,False,False,0,网易,ph,107106895,山西省晋中市,9
175.8.*.*,0,1,330726826,这个家庭是天塌地陷了。对这样的社会现象我真的无语！,2018-11-18 07:50:36,0,False,False,0,网易,ph,127706994,湖南省长沙,9
36.23.*.*,0,2,330726804,有些地方的人几乎家家户户人人有前科，他们引以为豪，这是他们的资本,2018-11-18 07:50:27,0,False,False,0,网易,ph,345735,浙江省嘉兴市,0
180.97.*.*,0,3,330723753,把犯罪说的如此清新脱俗，还尼玛这么多人赞,2018-11-18 07:50:11,0,False,True,0,网易,ph,0,河北省唐山市,1
117.136.*.*,0,1,330725719,这些人犯罪的时候怎么就不想想后果？真是有病！,2018-11-18 07:50:07,0,False,False,0,网易,ph,206626,广东省广州市,9
27.38.*.*,0,1,330726644,路过,2018-11-18 07:49:26,0,False,True,0,网易,ph,0,广东省深圳,0
223.167.*.*,0,2,330726594,你把他枪毙了也不能解恨！,2018-11-18 07:49:09,0,False,False,0,网易,ph,4876762,上海市,0
122.243.*.*,0,5,330725502,你这种人，这辈子也就只能监狱里过了，看你也是无所谓的，呵呵，秀逗,2018-11-18 07:48:40,0,False,False,0,网易,ph,125937810,浙江省金华市,0
183.22.*.*,0,4,330717887,你限制个几把，从开天辟地以来就有偷，抢的行为，上帝造人都是这样做的啦，懂不懂废柴,2018-11-18 07:35:53,0,False,False,0,网易,ph,75774546,广东省东莞,3
222.182.*.*,0,3,330726430,是条汉子！,2018-11-18 07:48:05,0,False,False,0,网易,ph,121935362,重庆市,0
202.98.*.*,0,7,330725241,啥意思？夜跑的多了去，意外也多了去[狗],2018-11-18 07:47:02,0,False,True,0,网易,ph,0,四川省成都,0
222.77.*.*,0,1,330726259,死刑吧,2018-11-18 07:47:01,0,False,False,0,网易,ph,80099544,福建省莆田,0
119.166.*.*,0,1,330723455,哈哈哈恭喜家长了，警察叔叔抓到坏人棒棒哒,2018-11-18 07:46:57,0,False,False,0,网易,3g,5272724,山东省青岛,1
117.13.*.*,0,1,330723444,还不如30年前，那时候我们还敢自己走路去上小学，现在孩子在眼前消失一分钟都怕人贩子拐跑。,2018-11-18 07:46:50,0,False,True,0,网易,ph,0,天津市津南区,4
114.102.*.*,0,2,330723412,很是痛心，这样只会加强对立，适得其反，树立自我安全意识，规避风险。杀人者法律惩罚，逝者已矣，安息,2018-11-18 07:46:36,0,False,False,0,网易,ph,180391,安徽省合肥市,1
14.30.*.*,0,2,330724400,中国最安全的，你想妄议！,2018-11-18 07:46:26,0,False,True,0,网易,ph,0,广东省东莞市,10
114.220.*.*,0,1,330725169,自从东莞失落后[不屑][不屑][不屑][不屑][不屑][不屑],2018-11-18 07:46:24,0,False,False,0,网易,ph,128590497,江苏省苏州市,0
144.52.*.*,0,1,330724374,女孩子不要一个人出去,2018-11-18 07:46:14,0,False,False,0,网易,ph,97142213,山东省青岛,0
14.196.*.*,0,6,330723361,给他点赞的，都是有前科的吗？,2018-11-18 07:46:03,0,False,False,0,网易,ph,112834283,四川省成都市,0
222.188.*.*,0,5,330720737,说明公民的素质还是不行，至少证明几十年来所谓的教育是失败的，只有监狱才是教育你们这些废柴的地方,2018-11-18 07:41:30,0,False,True,0,网易,ph,0,江苏省常州市,6
202.98.*.*,0,2,330726086,心头巨石落下咯？[狗],2018-11-18 07:45:54,0,False,True,0,网易,ph,0,四川省成都,1
113.128.*.*,0,1,330726063,可怜的孩子,2018-11-18 07:45:48,0,False,True,0,网易,ph,0,山东省济南市,0
117.136.*.*,0,2,330721329,现在人性太压抑了，经济萧条以及又各种扫黄人们心中住着野兽何时爆发只是时间问题,2018-11-18 07:39:36,0,False,False,0,网易,ph,108059444,广东省东莞市,18
222.188.*.*,0,3,330724266,说到底！教育出问题了,2018-11-18 07:45:32,0,False,True,0,网易,ph,0,江苏省常州市,9
112.17.*.*,0,2,330723000,开个合法的妓院，强奸犯就少了,2018-11-18 07:45:25,0,False,False,0,网易,ph,42872880,浙江省,0
111.146.*.*,0,2,330725011,星期五下午我和邻居在公园走路，感觉有一个中年男人在我们后面有点奇怪，我拉着邻居快走几步，离哪个人远一点比较好,2018-11-18 07:44:57,0,False,False,0,网易,ph,90764653,福建省泉州市,0
180.118.*.*,0,1,330724146,某些行业合法化这样事情会少,2018-11-18 07:44:48,0,False,False,0,网易,3g,2551527,江苏省镇江,0
117.136.*.*,0,1,330722817,杀人犯油炸炸死！,2018-11-18 07:44:29,0,False,False,0,网易,ph,45766616,江苏省无锡市,0
60.8.*.*,0,3,330724039,偷电车养你啊,2018-11-18 07:44:12,0,False,True,0,网易,ph,0,河北省张家口市,0
171.212.*.*,0,2,330721844,随机杀人而已,2018-11-18 07:44:04,0,False,False,0,网易,ph,166191,四川省达州,0
180.97.*.*,0,1,330724035,可怜，可惜。,2018-11-18 07:44:01,0,False,True,0,网易,ph,0,江西省上饶市,1
112.10.*.*,0,1,330722729,男人管不住自己，都怪起女人起来，还不是违法成本太低了，都该凌迟处死千刀万剐。,2018-11-18 07:43:40,0,False,False,0,网易,ph,82013286,浙江省杭州市,1
223.104.*.*,0,3,330723103,不要说的这么理直气壮，你从别人的口袋里搞钱，不管是公家的还是私人的，不管你是从网络中骗、现实中偷，怎么会不危及别人的生命安全呢。这些钱有可能是别人的救命钱，有可能是公家的，丢了钱的人员要受处分，说不定还会丢工作。竟然还有3百多人为你点赞，真不知道什么心态。,2018-11-18 07:43:12,0,False,False,0,网易,ph,266480875,广西壮族自治区,1
58.16.*.*,0,1,330722615,加强公园等偏僻地带的巡视，布下天眼,2018-11-18 07:42:55,0,False,True,0,网易,ph,0,贵州省贵阳,0
61.136.*.*,0,1,330722600,这是怎么了？,2018-11-18 07:42:49,0,False,False,0,网易,ph,106061590,河南省濮阳市,0
180.130.*.*,0,1,330722536,变态的社会！,2018-11-18 07:42:27,0,False,False,0,网易,ph,260673938,云南省昆明市,1
111.142.*.*,0,1,330722509,唉！,2018-11-18 07:42:16,0,False,True,0,网易,ph,0,福建省泉州,0
123.96.*.*,0,1,330721620,又广西,2018-11-18 07:41:58,0,False,True,0,网易,ph,0,浙江省舟山,0
59.50.*.*,0,1,330720749,严惩凶手,2018-11-18 07:41:35,0,False,False,0,网易,ph,265711571,海南省海口,1
114.242.*.*,0,1,330722402,那些说她是玩手机坠崖的人是不是该道个歉？,2018-11-18 07:41:32,0,False,False,0,网易,ph,330873,北京市大兴区,2
223.104.*.*,0,1,330720702,呵呵,2018-11-18 07:41:16,0,False,False,0,网易,ph,42515317,浙江省,0
223.104.*.*,0,1,330718940,在上海砍学生的也是广西流窜犯。,2018-11-18 07:41:12,0,False,False,0,网易,3g,322518,江苏省,1
223.104.*.*,0,3,330722346,你说的话更让我觉得一楼说的很有道理。,2018-11-18 07:41:08,0,False,False,0,网易,ph,88396128,江西省,3
